,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,City,Latitude,Longitude,Latitude_num,Longitude_num,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,Desigualdad_1km,Desigualdad_10km,Diferencia,P1ST,Desigualdad_5km,Desigualdad_15km,Desigualdad_promedio
84,84,84,84,84,84,89,BO: Cochabamba-Pocona,-17.65,-65.4,-17.65,-65.4,2767,3612,131,4,1,0.4828380048274994,0.45912712812423706,,2.8,0.47834146,0.44300273,44.30027389526367
85,85,85,85,85,85,91,BO: La Paz-La Paz,-16.5,-68.15,-16.5,-68.15,31827,12652,12,427,104,0.4759436845779419,0.4504869282245636,,2.888888888888889,0.45016322,0.4782759,45.01632308959961
86,86,86,86,86,86,92,BO: La Paz-El Alto,-16.513333333333332,-68.19222222222223,-16.513333333333332,-68.19222222222223,17500,8888,29,95,14,0.5532530546188354,0.4811150133609772,,2.804123711340206,0.5129507,0.48350528,48.11149978637695
87,87,87,87,87,87,93,BO: La Paz-Patacamaya,-17.23611111111111,-67.91416666666667,-17.23611111111111,-67.91416666666667,23200,8623,11,6,5,0.5077236294746399,0.4388168752193451,,2.533333333333333,0.4620946,0.44918358,43.88168716430664
88,88,88,88,88,88,94,BO: La Paz-Cairoma,-16.9,-67.55,-16.9,-67.55,40808,31179,30,3,2,0.4800042510032654,0.4700597822666168,,2.789473684210526,0.47668767,0.44965813,44.96581268310547
89,89,89,89,89,89,95,BO: La Paz-Inquisivi,-16.95777777777778,-67.1563888888889,-16.95777777777778,-67.1563888888889,396011,424841,9,2,1,0.45550328493118286,0.48652008175849915,,2.6842105263157894,0.46318623,0.46873412,45.55032730102539
90,90,90,90,90,90,96,BO: La Paz-San Antonio,-15.324444444444444,-67.52194444444444,-15.324444444444444,-67.52194444444444,20602,305,589,1,1,0.3684804141521454,0.4641260802745819,,2.526315789473684,0.395553,0.45284954,36.84804153442383
91,91,91,91,91,91,97,BO: La Paz-Santa Fe,-13.804444444444446,-67.82583333333334,-13.804444444444446,-67.82583333333334,29891,15304,11,1,1,0.3788674473762512,0.40925276279449463,,3.1,0.41103363,0.4187839,37.88674545288086
92,92,92,92,92,92,98,BO: La Paz-Taipiplaya,-15.833333333333334,-67.6,-15.833333333333334,-67.6,20135,1137,13,1,1,0.4360879361629486,0.41364091634750366,,2.526315789473684,0.43023437,0.4133075,41.33074951171875
93,93,93,93,93,93,99,BO: Oruro-Oruro,-17.983333333333334,-67.15,-17.983333333333334,-67.15,22990,15127,21,24,8,0.47618454694747925,0.5672266483306885,,2.909090909090909,0.5195469,0.5467147,47.61845397949219
94,94,94,94,94,94,100,BO: La Paz-Antequera,-17.666666666666668,-68.11666666666666,-17.666666666666668,-68.11666666666666,23054,30421,20,4,2,0.41679802536964417,0.3898853361606598,,3.2,0.40972537,0.3931561,38.98853302001953
95,95,95,95,95,95,101,BO: Pando-Cobija,-11.026666666666667,-68.76916666666666,-11.026666666666667,-68.76916666666666,38144,23036,20,111,19,0.4672299921512604,0.5032781362533569,,2.5,0.48127127,0.4301658,43.016578674316406
96,96,96,96,96,96,102,BO: Pando-Santa Lucia,-11.08361111111111,-67.89555555555556,-11.08361111111111,-67.89555555555556,4370,4761,15,2,1,0.48350754380226135,0.49093756079673767,,2.6,0.4619339,0.47043264,46.193389892578125
97,97,97,97,97,97,103,BO: Potosi-Potosi,-19.58361111111111,-65.75305555555556,-19.58361111111111,-65.75305555555556,30042,15471,17,123,55,0.44372260570526123,0.464197039604187,,3.2,0.45628837,0.4500139,44.37226104736328
98,98,98,98,98,98,104,BO: Potosi-Llallagua,-18.424722222222226,-66.57777777777777,-18.424722222222226,-66.57777777777777,16967,13593,37,9,4,0.4709568917751312,0.5011816620826721,,3.15,0.49015388,0.45739532,45.739532470703125
99,99,99,99,99,99,105,BO: Potosi-Tinguipaya,-19.22,-65.82277777777777,-19.22,-65.82277777777777,15609,9526,9,1,1,0.4836486279964447,0.44515055418014526,,2.555555555555556,0.4518485,0.4416312,44.16312026977539
100,100,100,100,100,100,106,BO: Potosi-Chayanta-Colquechaca,-18.883333333333333,-66.08333333333333,-18.883333333333333,-66.08333333333333,19327,1769,595,1,1,0.492522656917572,0.4639667570590973,,2.8421052631578947,0.49896914,0.44130015,44.1300163269043
101,101,101,101,101,101,107,BO: Potosi-Quivi Quivi,-19.45,-65.46666666666667,-19.45,-65.46666666666667,24562,21004,13,15,7,0.4464934170246124,0.4367857873439789,,2.8421052631578947,0.44584885,0.464659,43.6785774230957
102,102,102,102,102,102,108,BO: Santa Cruz-Santa Cruz,-17.78611111111111,-63.18111111111111,-17.78611111111111,-63.18111111111111,36152,16442,13,208,84,0.40610724687576294,0.4328058362007141,,2.8106508875739644,0.41982526,0.47560823,40.61072540283203
103,103,103,103,103,103,109,BO: Santa Cruz-Montero Hoyos,-17.642777777777777,-62.82222222222222,-17.642777777777777,-62.82222222222222,18848,9145,4,2,1,0.4590516686439514,0.48734328150749207,,3.0,0.5104098,0.487116,45.90516662597656
104,104,104,104,104,104,110,BO: Santa Cruz-La Guardia,-17.8925,-63.29222222222222,-17.8925,-63.29222222222222,32055,14244,7,8,6,0.4201032817363739,0.46272018551826477,,2.833333333333333,0.47499466,0.46240255,42.01032638549805
105,105,105,105,105,105,111,BO: Santa Cruz-Ascension de Guarayos,-15.932777777777778,-63.155277777777776,-15.932777777777778,-63.155277777777776,8844,6507,10,1,1,0.518227219581604,0.5134342908859253,,1.9,0.50248945,0.44235367,44.23536682128906
106,106,106,106,106,106,112,BO: Santa Cruz-Las Barreras,-17.454166666666666,-63.17972222222222,-17.454166666666666,-63.17972222222222,25846,17115,6,7,4,0.508998453617096,0.4777568280696869,,2.65,0.4799485,0.46152407,46.152408599853516
107,107,107,107,107,107,113,BO: Santa Cruz-Don Lorenzo,-17.783333333333335,-62.86666666666667,-17.783333333333335,-62.86666666666667,2446,986,15,1,1,0.444928914308548,0.47371023893356323,,2.526315789473684,0.49081013,0.45488593,44.49289321899414
